,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Daily_Return,Trading_Range,Volume_Ratio,Trading_Day,Trading_Month,Trading_Quarter,Trading_Year
367,"June 06, 2024",422.4,423.7,418.98,422.91,14861300,0.0,0.0,MSFT,Microsoft Corporation,0.12,4.71,0.87,Thursday,June,Q2,2024
368,"June 07, 2024",424.58,424.66,421.4,422.24,13621700,0.0,0.0,MSFT,Microsoft Corporation,-0.16,3.27,0.92,Friday,June,Q2,2024
369,"June 10, 2024",423.09,426.46,422.28,426.25,14003000,0.0,0.0,MSFT,Microsoft Corporation,0.95,4.17,1.03,Monday,June,Q2,2024
370,"June 11, 2024",423.87,431.18,423.64,431.04,14551100,0.0,0.0,MSFT,Microsoft Corporation,1.12,7.54,1.04,Tuesday,June,Q2,2024
371,"June 12, 2024",433.67,441.72,431.61,439.39,22366200,0.0,0.0,MSFT,Microsoft Corporation,1.94,10.11,1.54,Wednesday,June,Q2,2024
372,"June 13, 2024",439.18,441.71,437.7,439.9,15960600,0.0,0.0,MSFT,Microsoft Corporation,0.12,4.0,0.71,Thursday,June,Q2,2024
373,"June 14, 2024",436.62,441.46,435.06,440.89,13582000,0.0,0.0,MSFT,Microsoft Corporation,0.22,6.4,0.85,Friday,June,Q2,2024
374,"June 17, 2024",440.91,449.23,439.05,446.67,20790000,0.0,0.0,MSFT,Microsoft Corporation,1.31,10.18,1.53,Monday,June,Q2,2024
375,"June 18, 2024",448.0,448.43,443.2,444.65,17112500,0.0,0.0,MSFT,Microsoft Corporation,-0.45,5.23,0.82,Tuesday,June,Q2,2024
376,"June 20, 2024",444.61,444.84,439.6,444.01,19877400,0.0,0.0,MSFT,Microsoft Corporation,-0.14,5.24,1.16,Thursday,June,Q2,2024
377,"June 21, 2024",445.68,448.87,444.82,448.07,34486200,0.0,0.0,MSFT,Microsoft Corporation,0.92,4.05,1.73,Friday,June,Q2,2024
378,"June 24, 2024",448.09,451.03,444.72,445.97,15913700,0.0,0.0,MSFT,Microsoft Corporation,-0.47,6.32,0.46,Monday,June,Q2,2024
379,"June 25, 2024",446.55,449.71,445.06,449.24,16747500,0.0,0.0,MSFT,Microsoft Corporation,0.73,4.65,1.05,Tuesday,June,Q2,2024
380,"June 26, 2024",447.3,451.88,446.49,450.44,16507000,0.0,0.0,MSFT,Microsoft Corporation,0.27,5.39,0.99,Wednesday,June,Q2,2024
381,"June 27, 2024",450.46,454.44,450.06,451.13,14806300,0.0,0.0,MSFT,Microsoft Corporation,0.15,4.38,0.9,Thursday,June,Q2,2024
382,"June 28, 2024",451.35,453.65,444.72,445.25,28362300,0.0,0.0,MSFT,Microsoft Corporation,-1.3,8.94,1.92,Friday,June,Q2,2024
383,"July 01, 2024",446.96,455.64,443.97,455.0,17662800,0.0,0.0,MSFT,Microsoft Corporation,2.19,11.67,0.62,Monday,July,Q3,2024
384,"July 02, 2024",451.48,457.85,451.39,457.54,13979800,0.0,0.0,MSFT,Microsoft Corporation,0.56,6.46,0.79,Tuesday,July,Q3,2024
385,"July 03, 2024",456.45,459.27,456.14,459.02,9932800,0.0,0.0,MSFT,Microsoft Corporation,0.32,3.13,0.71,Wednesday,July,Q3,2024
386,"July 05, 2024",457.87,466.57,457.23,465.79,16000300,0.0,0.0,MSFT,Microsoft Corporation,1.47,9.34,1.61,Friday,July,Q3,2024
387,"July 08, 2024",464.78,465.93,462.7,464.47,12962300,0.0,0.0,MSFT,Microsoft Corporation,-0.28,3.23,0.81,Monday,July,Q3,2024
388,"July 09, 2024",465.23,465.56,456.26,457.8,17207200,0.0,0.0,MSFT,Microsoft Corporation,-1.44,9.29,1.33,Tuesday,July,Q3,2024
389,"July 10, 2024",459.47,464.69,457.12,464.48,18196100,0.0,0.0,MSFT,Microsoft Corporation,1.46,7.57,1.06,Wednesday,July,Q3,2024
390,"July 11, 2024",461.22,463.02,449.84,452.98,23111200,0.0,0.0,MSFT,Microsoft Corporation,-2.48,13.18,1.27,Thursday,July,Q3,2024
391,"July 12, 2024",452.61,454.63,448.94,451.83,16324300,0.0,0.0,MSFT,Microsoft Corporation,-0.25,5.69,0.71,Friday,July,Q3,2024
392,"July 15, 2024",451.58,455.53,449.72,452.24,14429400,0.0,0.0,MSFT,Microsoft Corporation,0.09,5.81,0.88,Monday,July,Q3,2024
393,"July 16, 2024",452.5,452.58,444.97,447.81,17175700,0.0,0.0,MSFT,Microsoft Corporation,-0.98,7.61,1.19,Tuesday,July,Q3,2024
394,"July 17, 2024",440.91,443.16,437.51,441.84,21778000,0.0,0.0,MSFT,Microsoft Corporation,-1.33,5.65,1.27,Wednesday,July,Q3,2024
395,"July 18, 2024",442.65,442.96,432.75,438.7,20794800,0.0,0.0,MSFT,Microsoft Corporation,-0.71,10.21,0.95,Thursday,July,Q3,2024
396,"July 19, 2024",431.46,439.47,430.36,435.45,20940400,0.0,0.0,MSFT,Microsoft Corporation,-0.74,9.11,1.01,Friday,July,Q3,2024
397,"July 22, 2024",440.11,442.91,437.25,441.26,15808800,0.0,0.0,MSFT,Microsoft Corporation,1.33,5.67,0.75,Monday,July,Q3,2024
398,"July 23, 2024",442.22,446.69,441.42,443.16,13107100,0.0,0.0,MSFT,Microsoft Corporation,0.43,5.27,0.83,Tuesday,July,Q3,2024
399,"July 24, 2024",438.78,439.81,425.97,427.27,26805800,0.0,0.0,MSFT,Microsoft Corporation,-3.59,13.84,2.05,Wednesday,July,Q3,2024
400,"July 25, 2024",427.17,428.17,415.93,416.81,29943800,0.0,0.0,MSFT,Microsoft Corporation,-2.45,12.24,1.12,Thursday,July,Q3,2024
401,"July 26, 2024",416.61,427.29,415.69,423.66,23583800,0.0,0.0,MSFT,Microsoft Corporation,1.64,11.61,0.79,Friday,July,Q3,2024
402,"July 29, 2024",429.94,430.51,423.09,425.11,15125800,0.0,0.0,MSFT,Microsoft Corporation,0.34,7.42,0.64,Monday,July,Q3,2024
403,"July 30, 2024",426.1,427.42,415.78,421.32,32687600,0.0,0.0,MSFT,Microsoft Corporation,-0.89,11.65,2.16,Tuesday,July,Q3,2024
404,"July 31, 2024",418.9,420.18,410.65,416.76,42891400,0.0,0.0,MSFT,Microsoft Corporation,-1.08,9.53,1.31,Wednesday,July,Q3,2024
405,"August 01, 2024",419.19,425.84,411.52,415.53,30296400,0.0,0.0,MSFT,Microsoft Corporation,-0.3,14.32,0.71,Thursday,August,Q3,2024
406,"August 02, 2024",410.93,413.43,402.81,406.94,29437900,0.0,0.0,MSFT,Microsoft Corporation,-2.07,10.62,0.97,Friday,August,Q3,2024
407,"August 05, 2024",387.69,399.52,384.12,393.65,40709200,0.0,0.0,MSFT,Microsoft Corporation,-3.27,15.4,1.38,Monday,August,Q3,2024
408,"August 06, 2024",398.48,404.13,396.99,398.09,24946500,0.0,0.0,MSFT,Microsoft Corporation,1.13,7.14,0.61,Tuesday,August,Q3,2024
409,"August 07, 2024",407.09,408.52,395.96,396.92,20650900,0.0,0.0,MSFT,Microsoft Corporation,-0.3,12.56,0.83,Wednesday,August,Q3,2024
410,"August 08, 2024",400.91,404.32,398.42,401.16,20203000,0.0,0.0,MSFT,Microsoft Corporation,1.07,5.9,0.98,Thursday,August,Q3,2024
411,"August 09, 2024",402.5,406.5,400.73,404.48,19276700,0.0,0.0,MSFT,Microsoft Corporation,0.83,5.77,0.95,Friday,August,Q3,2024
412,"August 12, 2024",405.52,407.21,402.71,405.27,16762900,0.0,0.0,MSFT,Microsoft Corporation,0.19,4.5,0.87,Monday,August,Q3,2024
413,"August 13, 2024",408.04,413.38,408.02,412.44,19414300,0.0,0.0,MSFT,Microsoft Corporation,1.77,5.36,1.16,Tuesday,August,Q3,2024
414,"August 14, 2024",413.23,416.14,410.89,415.28,18267000,0.0,0.0,MSFT,Microsoft Corporation,0.69,5.25,0.94,Wednesday,August,Q3,2024
415,"August 15, 2024",418.96,420.27,416.83,420.19,20752100,0.75,0.0,MSFT,Microsoft Corporation,1.18,3.44,1.14,Thursday,August,Q3,2024
416,"August 16, 2024",419.76,420.5,416.47,417.63,22775600,0.0,0.0,MSFT,Microsoft Corporation,-0.61,4.03,1.1,Friday,August,Q3,2024
417,"August 19, 2024",418.12,420.91,415.63,420.69,15234000,0.0,0.0,MSFT,Microsoft Corporation,0.73,5.28,0.67,Monday,August,Q3,2024
418,"August 20, 2024",420.86,425.01,420.8,423.95,16387600,0.0,0.0,MSFT,Microsoft Corporation,0.78,4.21,1.08,Tuesday,August,Q3,2024
419,"August 21, 2024",423.23,425.55,420.88,423.29,16067300,0.0,0.0,MSFT,Microsoft Corporation,-0.16,4.67,0.98,Wednesday,August,Q3,2024
420,"August 22, 2024",423.51,425.94,413.78,414.72,19361900,0.0,0.0,MSFT,Microsoft Corporation,-2.03,12.16,1.21,Thursday,August,Q3,2024
421,"August 23, 2024",416.15,418.42,411.27,415.96,18493800,0.0,0.0,MSFT,Microsoft Corporation,0.3,7.16,0.96,Friday,August,Q3,2024
422,"August 26, 2024",415.54,416.45,410.52,412.66,13152800,0.0,0.0,MSFT,Microsoft Corporation,-0.79,5.93,0.71,Monday,August,Q3,2024
423,"August 27, 2024",412.04,413.53,409.43,413.01,13492900,0.0,0.0,MSFT,Microsoft Corporation,0.08,4.1,1.03,Tuesday,August,Q3,2024
424,"August 28, 2024",414.05,414.17,406.5,409.78,14882700,0.0,0.0,MSFT,Microsoft Corporation,-0.78,7.67,1.1,Wednesday,August,Q3,2024
425,"August 29, 2024",414.11,421.21,409.78,412.29,17045200,0.0,0.0,MSFT,Microsoft Corporation,0.61,11.43,1.15,Thursday,August,Q3,2024
426,"August 30, 2024",414.77,416.66,411.31,416.31,24308300,0.0,0.0,MSFT,Microsoft Corporation,0.97,5.35,1.43,Friday,August,Q3,2024
427,"September 03, 2024",417.08,419.04,406.22,408.62,20313600,0.0,0.0,MSFT,Microsoft Corporation,-1.85,12.82,0.84,Tuesday,September,Q3,2024
428,"September 04, 2024",405.1,410.42,403.56,408.08,15135800,0.0,0.0,MSFT,Microsoft Corporation,-0.13,6.86,0.75,Wednesday,September,Q3,2024
429,"September 05, 2024",406.81,412.27,405.32,407.57,14195500,0.0,0.0,MSFT,Microsoft Corporation,-0.12,6.96,0.94,Thursday,September,Q3,2024
430,"September 06, 2024",408.24,409.83,400.0,400.9,19609500,0.0,0.0,MSFT,Microsoft Corporation,-1.64,9.83,1.38,Friday,September,Q3,2024
431,"September 09, 2024",406.43,407.83,401.35,404.91,15295100,0.0,0.0,MSFT,Microsoft Corporation,1.0,6.49,0.78,Monday,September,Q3,2024
432,"September 10, 2024",407.38,415.5,406.89,413.37,19594300,0.0,0.0,MSFT,Microsoft Corporation,2.09,8.61,1.28,Tuesday,September,Q3,2024
433,"September 11, 2024",414.67,423.14,408.76,422.19,19266900,0.0,0.0,MSFT,Microsoft Corporation,2.13,14.38,0.98,Wednesday,September,Q3,2024
434,"September 12, 2024",422.46,426.52,418.91,426.15,17418800,0.0,0.0,MSFT,Microsoft Corporation,0.94,7.6,0.9,Thursday,September,Q3,2024
435,"September 13, 2024",424.98,430.97,424.61,429.73,15874600,0.0,0.0,MSFT,Microsoft Corporation,0.84,6.36,0.91,Friday,September,Q3,2024
436,"September 16, 2024",429.74,432.66,427.36,430.48,13834700,0.0,0.0,MSFT,Microsoft Corporation,0.17,5.3,0.87,Monday,September,Q3,2024
437,"September 17, 2024",439.35,440.97,431.41,434.28,18874200,0.0,0.0,MSFT,Microsoft Corporation,0.88,9.56,1.36,Tuesday,September,Q3,2024
438,"September 18, 2024",434.13,435.16,429.55,429.95,18898000,0.0,0.0,MSFT,Microsoft Corporation,-1.0,5.61,1.0,Wednesday,September,Q3,2024
439,"September 19, 2024",440.35,440.62,436.03,437.81,21706600,0.0,0.0,MSFT,Microsoft Corporation,1.83,4.59,1.15,Thursday,September,Q3,2024
440,"September 20, 2024",436.35,438.36,433.35,434.4,55167100,0.0,0.0,MSFT,Microsoft Corporation,-0.78,5.01,2.54,Friday,September,Q3,2024
441,"September 23, 2024",433.41,435.59,429.53,432.64,15128900,0.0,0.0,MSFT,Microsoft Corporation,-0.4,6.06,0.27,Monday,September,Q3,2024
442,"September 24, 2024",432.14,432.48,425.25,428.31,17015800,0.0,0.0,MSFT,Microsoft Corporation,-1.0,7.24,1.12,Tuesday,September,Q3,2024
443,"September 25, 2024",428.97,432.25,427.71,431.25,13396400,0.0,0.0,MSFT,Microsoft Corporation,0.69,4.54,0.79,Wednesday,September,Q3,2024
444,"September 26, 2024",434.22,434.43,428.27,430.45,14492000,0.0,0.0,MSFT,Microsoft Corporation,-0.19,6.16,1.08,Thursday,September,Q3,2024
445,"September 27, 2024",430.66,430.99,426.62,427.16,14896100,0.0,0.0,MSFT,Microsoft Corporation,-0.76,4.37,1.03,Friday,September,Q3,2024
446,"September 30, 2024",427.35,429.56,424.52,429.44,16807300,0.0,0.0,MSFT,Microsoft Corporation,0.53,5.04,1.13,Monday,September,Q3,2024
447,"October 01, 2024",427.59,427.62,417.97,419.85,19092900,0.0,0.0,MSFT,Microsoft Corporation,-2.23,9.65,1.14,Tuesday,October,Q4,2024
448,"October 02, 2024",421.74,421.98,415.88,416.3,16582300,0.0,0.0,MSFT,Microsoft Corporation,-0.85,6.1,0.87,Wednesday,October,Q4,2024
449,"October 03, 2024",416.8,418.71,413.46,415.71,13686400,0.0,0.0,MSFT,Microsoft Corporation,-0.14,5.25,0.83,Thursday,October,Q4,2024
450,"October 04, 2024",417.4,418.91,414.14,415.23,19169700,0.0,0.0,MSFT,Microsoft Corporation,-0.12,4.77,1.4,Friday,October,Q4,2024
451,"October 07, 2024",415.17,416.28,408.18,408.72,20919800,0.0,0.0,MSFT,Microsoft Corporation,-1.57,8.09,1.09,Monday,October,Q4,2024
452,"October 08, 2024",410.08,414.83,407.35,413.88,19229300,0.0,0.0,MSFT,Microsoft Corporation,1.26,7.48,0.92,Tuesday,October,Q4,2024
453,"October 09, 2024",415.03,419.54,413.47,416.63,14974300,0.0,0.0,MSFT,Microsoft Corporation,0.66,6.07,0.78,Wednesday,October,Q4,2024
454,"October 10, 2024",414.4,416.52,412.32,415.01,13848400,0.0,0.0,MSFT,Microsoft Corporation,-0.39,4.19,0.92,Thursday,October,Q4,2024
455,"October 11, 2024",415.31,416.3,412.42,415.49,14144900,0.0,0.0,MSFT,Microsoft Corporation,0.12,3.87,1.02,Friday,October,Q4,2024
456,"October 14, 2024",416.94,423.19,416.69,418.3,16653100,0.0,0.0,MSFT,Microsoft Corporation,0.68,6.51,1.18,Monday,October,Q4,2024
457,"October 15, 2024",421.34,421.64,414.43,417.9,18900200,0.0,0.0,MSFT,Microsoft Corporation,-0.1,7.21,1.13,Tuesday,October,Q4,2024
458,"October 16, 2024",414.34,415.53,409.66,415.29,15508900,0.0,0.0,MSFT,Microsoft Corporation,-0.63,5.87,0.82,Wednesday,October,Q4,2024
459,"October 17, 2024",421.52,421.66,414.76,415.89,14820000,0.0,0.0,MSFT,Microsoft Corporation,0.14,6.9,0.96,Thursday,October,Q4,2024
460,"October 18, 2024",416.31,418.81,415.43,417.32,17145300,0.0,0.0,MSFT,Microsoft Corporation,0.35,3.38,1.16,Friday,October,Q4,2024
461,"October 21, 2024",415.29,418.12,412.92,417.94,14206100,0.0,0.0,MSFT,Microsoft Corporation,0.15,5.2,0.83,Monday,October,Q4,2024
462,"October 22, 2024",417.65,429.72,417.2,426.66,25482200,0.0,0.0,MSFT,Microsoft Corporation,2.08,12.51,1.79,Tuesday,October,Q4,2024
463,"October 23, 2024",430.0,430.22,421.69,423.75,19654400,0.0,0.0,MSFT,Microsoft Corporation,-0.68,8.53,0.77,Wednesday,October,Q4,2024
464,"October 24, 2024",424.48,425.13,421.56,423.88,13581600,0.0,0.0,MSFT,Microsoft Corporation,0.03,3.57,0.69,Thursday,October,Q4,2024
465,"October 25, 2024",425.91,431.66,425.72,427.29,16899100,0.0,0.0,MSFT,Microsoft Corporation,0.81,5.94,1.24,Friday,October,Q4,2024
466,"October 28, 2024",430.8,431.08,425.45,425.74,14882400,0.0,0.0,MSFT,Microsoft Corporation,-0.36,5.63,0.88,Monday,October,Q4,2024
467,"October 29, 2024",427.15,432.3,424.95,431.09,17644100,0.0,0.0,MSFT,Microsoft Corporation,1.26,7.36,1.19,Tuesday,October,Q4,2024
468,"October 30, 2024",436.57,437.62,431.24,431.67,29749100,0.0,0.0,MSFT,Microsoft Corporation,0.13,6.39,1.69,Wednesday,October,Q4,2024
469,"October 31, 2024",414.53,415.33,405.49,405.54,53971000,0.0,0.0,MSFT,Microsoft Corporation,-6.05,9.84,1.81,Thursday,October,Q4,2024
470,"November 01, 2024",408.19,414.67,406.69,409.55,24230400,0.0,0.0,MSFT,Microsoft Corporation,0.99,7.98,0.45,Friday,November,Q4,2024
471,"November 04, 2024",408.98,409.6,404.76,407.64,19672300,0.0,0.0,MSFT,Microsoft Corporation,-0.47,4.84,0.81,Monday,November,Q4,2024
472,"November 05, 2024",407.55,414.07,407.26,410.64,17626000,0.0,0.0,MSFT,Microsoft Corporation,0.73,6.81,0.9,Tuesday,November,Q4,2024
473,"November 06, 2024",411.6,419.61,409.7,419.34,26681800,0.0,0.0,MSFT,Microsoft Corporation,2.12,9.91,1.51,Wednesday,November,Q4,2024
474,"November 07, 2024",420.44,426.0,419.04,424.58,19901800,0.0,0.0,MSFT,Microsoft Corporation,1.25,6.96,0.75,Thursday,November,Q4,2024
475,"November 08, 2024",424.47,425.65,420.94,421.7,16891400,0.0,0.0,MSFT,Microsoft Corporation,-0.68,4.71,0.85,Friday,November,Q4,2024
476,"November 11, 2024",421.68,423.96,415.17,417.17,24503300,0.0,0.0,MSFT,Microsoft Corporation,-1.07,8.79,1.45,Monday,November,Q4,2024
477,"November 12, 2024",417.41,423.59,416.37,422.18,19401200,0.0,0.0,MSFT,Microsoft Corporation,1.2,7.23,0.79,Tuesday,November,Q4,2024
478,"November 13, 2024",420.8,428.47,417.37,424.35,21502200,0.0,0.0,MSFT,Microsoft Corporation,0.51,11.1,1.11,Wednesday,November,Q4,2024
479,"November 14, 2024",424.15,427.31,419.16,426.04,30246900,0.0,0.0,MSFT,Microsoft Corporation,0.4,8.15,1.41,Thursday,November,Q4,2024
480,"November 15, 2024",418.98,421.96,412.81,414.17,28247600,0.0,0.0,MSFT,Microsoft Corporation,-2.79,9.14,0.93,Friday,November,Q4,2024
481,"November 18, 2024",414.04,417.56,411.28,414.93,24742000,0.0,0.0,MSFT,Microsoft Corporation,0.18,6.29,0.88,Monday,November,Q4,2024
482,"November 19, 2024",412.28,417.11,410.73,416.96,18133500,0.0,0.0,MSFT,Microsoft Corporation,0.49,6.38,0.73,Tuesday,November,Q4,2024
483,"November 20, 2024",416.04,416.46,409.76,414.66,19191700,0.0,0.0,MSFT,Microsoft Corporation,-0.55,6.7,1.06,Wednesday,November,Q4,2024
484,"November 21, 2024",419.5,419.78,410.29,412.87,20780200,0.83,0.0,MSFT,Microsoft Corporation,-0.43,9.49,1.08,Thursday,November,Q4,2024
485,"November 22, 2024",411.37,417.4,411.06,417.0,24814600,0.0,0.0,MSFT,Microsoft Corporation,1.0,6.34,1.19,Friday,November,Q4,2024
486,"November 25, 2024",418.38,421.08,414.85,418.79,27691100,0.0,0.0,MSFT,Microsoft Corporation,0.43,6.23,1.12,Monday,November,Q4,2024
487,"November 26, 2024",419.59,429.04,418.85,427.99,23458900,0.0,0.0,MSFT,Microsoft Corporation,2.2,10.19,0.85,Tuesday,November,Q4,2024
488,"November 27, 2024",425.11,427.23,422.02,422.99,18332400,0.0,0.0,MSFT,Microsoft Corporation,-1.17,5.21,0.78,Wednesday,November,Q4,2024
489,"November 29, 2024",420.09,424.88,417.8,423.46,16271900,0.0,0.0,MSFT,Microsoft Corporation,0.11,7.08,0.89,Friday,November,Q4,2024
490,"December 02, 2024",421.57,433.0,421.31,430.98,20207200,0.0,0.0,MSFT,Microsoft Corporation,1.78,11.69,1.24,Monday,December,Q4,2024
491,"December 03, 2024",429.84,432.47,427.74,431.2,18302000,0.0,0.0,MSFT,Microsoft Corporation,0.05,4.73,0.91,Tuesday,December,Q4,2024
492,"December 04, 2024",433.03,439.67,432.63,437.42,26009400,0.0,0.0,MSFT,Microsoft Corporation,1.44,7.04,1.42,Wednesday,December,Q4,2024
493,"December 05, 2024",437.92,444.66,436.17,442.62,21697800,0.0,0.0,MSFT,Microsoft Corporation,1.19,8.49,0.83,Thursday,December,Q4,2024
494,"December 06, 2024",442.3,446.1,441.77,443.57,18821000,0.0,0.0,MSFT,Microsoft Corporation,0.21,4.33,0.87,Friday,December,Q4,2024
495,"December 09, 2024",442.6,448.33,440.5,446.02,19144400,0.0,0.0,MSFT,Microsoft Corporation,0.55,7.83,1.02,Monday,December,Q4,2024
496,"December 10, 2024",444.39,449.62,441.6,443.33,18469500,0.0,0.0,MSFT,Microsoft Corporation,-0.6,8.02,0.96,Tuesday,December,Q4,2024
497,"December 11, 2024",444.05,450.35,444.05,448.99,19200200,0.0,0.0,MSFT,Microsoft Corporation,1.28,6.3,1.04,Wednesday,December,Q4,2024
498,"December 12, 2024",449.11,456.16,449.11,449.56,20834800,0.0,0.0,MSFT,Microsoft Corporation,0.13,7.05,1.09,Thursday,December,Q4,2024
499,"December 13, 2024",448.44,451.43,445.58,447.27,20177800,0.0,0.0,MSFT,Microsoft Corporation,-0.51,5.85,0.97,Friday,December,Q4,2024
500,"December 16, 2024",447.27,452.18,445.28,451.59,23598800,0.0,0.0,MSFT,Microsoft Corporation,0.97,6.9,1.17,Monday,December,Q4,2024
501,"December 17, 2024",451.01,455.29,449.57,454.46,22733500,0.0,0.0,MSFT,Microsoft Corporation,0.64,5.72,0.96,Tuesday,December,Q4,2024
502,"December 18, 2024",451.32,452.65,437.02,437.39,24444500,0.0,0.0,MSFT,Microsoft Corporation,-3.76,15.63,1.08,Wednesday,December,Q4,2024
503,"December 19, 2024",441.62,443.18,436.32,437.03,22577700,0.0,0.0,MSFT,Microsoft Corporation,-0.08,6.86,0.92,Thursday,December,Q4,2024
504,"December 20, 2023",138.47,141.19,137.57,137.84,49107200,0.0,0.0,GOOGL,Alphabet Inc.,0.0,3.62,1.0,Wednesday,December,Q4,2023
505,"December 21, 2023",138.99,140.18,138.68,139.91,27488300,0.0,0.0,GOOGL,Alphabet Inc.,1.5,1.5,0.56,Thursday,December,Q4,2023
506,"December 22, 2023",140.26,141.48,140.2,140.98,26514600,0.0,0.0,GOOGL,Alphabet Inc.,0.76,1.28,0.96,Friday,December,Q4,2023
507,"December 26, 2023",141.08,142.16,140.68,141.01,16780300,0.0,0.0,GOOGL,Alphabet Inc.,0.02,1.48,0.63,Tuesday,December,Q4,2023
508,"December 27, 2023",141.08,141.57,139.38,139.86,19628600,0.0,0.0,GOOGL,Alphabet Inc.,-0.81,2.18,1.17,Wednesday,December,Q4,2023
509,"December 28, 2023",140.27,140.63,139.25,139.72,16045700,0.0,0.0,GOOGL,Alphabet Inc.,-0.1,1.38,0.82,Thursday,December,Q4,2023
510,"December 29, 2023",139.13,139.85,138.28,139.19,18727200,0.0,0.0,GOOGL,Alphabet Inc.,-0.39,1.57,1.17,Friday,December,Q4,2023
511,"January 02, 2024",138.05,138.95,135.99,137.67,23711200,0.0,0.0,GOOGL,Alphabet Inc.,-1.09,2.96,1.27,Tuesday,January,Q1,2024
512,"January 03, 2024",136.75,139.13,136.58,138.42,24212100,0.0,0.0,GOOGL,Alphabet Inc.,0.54,2.54,1.02,Wednesday,January,Q1,2024
513,"January 04, 2024",137.92,138.66,135.86,135.9,27137700,0.0,0.0,GOOGL,Alphabet Inc.,-1.82,2.8,1.12,Thursday,January,Q1,2024
514,"January 05, 2024",136.26,136.66,134.66,135.24,22506000,0.0,0.0,GOOGL,Alphabet Inc.,-0.48,2.0,0.83,Friday,January,Q1,2024
515,"January 08, 2024",135.8,138.51,135.77,138.34,21404000,0.0,0.0,GOOGL,Alphabet Inc.,2.29,2.74,0.95,Monday,January,Q1,2024
516,"January 09, 2024",138.0,140.98,137.65,140.44,24759600,0.0,0.0,GOOGL,Alphabet Inc.,1.52,3.33,1.16,Tuesday,January,Q1,2024
517,"January 10, 2024",140.49,142.48,140.4,141.77,21320200,0.0,0.0,GOOGL,Alphabet Inc.,0.94,2.08,0.86,Wednesday,January,Q1,2024
518,"January 11, 2024",142.97,144.7,140.13,141.57,24008700,0.0,0.0,GOOGL,Alphabet Inc.,-0.14,4.56,1.13,Thursday,January,Q1,2024
519,"January 12, 2024",142.15,142.68,141.31,142.13,18768600,0.0,0.0,GOOGL,Alphabet Inc.,0.4,1.38,0.78,Friday,January,Q1,2024
520,"January 16, 2024",141.49,143.83,140.94,141.98,22670500,0.0,0.0,GOOGL,Alphabet Inc.,-0.11,2.89,1.21,Tuesday,January,Q1,2024
521,"January 17, 2024",140.84,141.33,138.4,140.96,20968600,0.0,0.0,GOOGL,Alphabet Inc.,-0.72,2.93,0.92,Wednesday,January,Q1,2024
522,"January 18, 2024",141.54,143.69,141.48,142.96,25746400,0.0,0.0,GOOGL,Alphabet Inc.,1.42,2.21,1.23,Thursday,January,Q1,2024
523,"January 19, 2024",144.22,145.92,143.86,145.85,33300700,0.0,0.0,GOOGL,Alphabet Inc.,2.02,2.06,1.29,Friday,January,Q1,2024
524,"January 22, 2024",146.57,147.85,145.31,145.46,32200400,0.0,0.0,GOOGL,Alphabet Inc.,-0.27,2.54,0.97,Monday,January,Q1,2024
525,"January 23, 2024",145.36,146.65,144.97,146.51,21636100,0.0,0.0,GOOGL,Alphabet Inc.,0.72,1.67,0.67,Tuesday,January,Q1,2024
526,"January 24, 2024",148.0,149.31,147.57,148.16,25233500,0.0,0.0,GOOGL,Alphabet Inc.,1.13,1.74,1.17,Wednesday,January,Q1,2024
527,"January 25, 2024",149.53,152.5,149.0,151.32,29149100,0.0,0.0,GOOGL,Alphabet Inc.,2.13,3.5,1.16,Thursday,January,Q1,2024
528,"January 26, 2024",150.55,151.99,150.46,151.64,26115500,0.0,0.0,GOOGL,Alphabet Inc.,0.21,1.52,0.9,Friday,January,Q1,2024
529,"January 29, 2024",151.51,153.22,150.88,152.96,27784300,0.0,0.0,GOOGL,Alphabet Inc.,0.87,2.34,1.06,Monday,January,Q1,2024
530,"January 30, 2024",152.25,153.07,150.64,150.91,36331800,0.0,0.0,GOOGL,Alphabet Inc.,-1.34,2.42,1.31,Tuesday,January,Q1,2024
531,"January 31, 2024",143.1,143.48,139.36,139.59,71910000,0.0,0.0,GOOGL,Alphabet Inc.,-7.5,4.12,1.98,Wednesday,January,Q1,2024
532,"February 01, 2024",141.61,142.54,140.28,140.65,40466500,0.0,0.0,GOOGL,Alphabet Inc.,0.76,2.26,0.56,Thursday,February,Q1,2024
533,"February 02, 2024",138.76,142.1,136.01,141.87,62470600,0.0,0.0,GOOGL,Alphabet Inc.,0.86,6.1,1.54,Friday,February,Q1,2024
534,"February 05, 2024",142.3,144.94,142.26,143.16,38505400,0.0,0.0,GOOGL,Alphabet Inc.,0.91,2.68,0.62,Monday,February,Q1,2024
535,"February 06, 2024",144.13,144.83,142.67,143.58,29128200,0.0,0.0,GOOGL,Alphabet Inc.,0.29,2.16,0.76,Tuesday,February,Q1,2024
536,"February 07, 2024",144.24,145.09,143.41,145.01,25208900,0.0,0.0,GOOGL,Alphabet Inc.,1.0,1.68,0.87,Wednesday,February,Q1,2024
537,"February 08, 2024",145.3,145.8,144.58,145.38,22563800,0.0,0.0,GOOGL,Alphabet Inc.,0.25,1.23,0.9,Thursday,February,Q1,2024
538,"February 09, 2024",146.15,148.9,145.65,148.46,26829500,0.0,0.0,GOOGL,Alphabet Inc.,2.12,3.25,1.19,Friday,February,Q1,2024
