,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company_Name,Daily_Return,Trading_Range,Volume_Ratio,Trading_Day,Trading_Month,Trading_Quarter,Trading_Year
539,"February 12, 2024",147.88,148.8,146.84,147.0,21564100,0.0,0.0,GOOGL,Alphabet Inc.,-0.99,1.96,0.8,Monday,February,Q1,2024
540,"February 13, 2024",144.4,146.14,143.17,144.62,27837700,0.0,0.0,GOOGL,Alphabet Inc.,-1.62,2.97,1.29,Tuesday,February,Q1,2024
541,"February 14, 2024",145.55,145.99,143.57,145.41,22704200,0.0,0.0,GOOGL,Alphabet Inc.,0.55,2.42,0.82,Wednesday,February,Q1,2024
542,"February 15, 2024",142.62,143.0,139.95,142.25,37590700,0.0,0.0,GOOGL,Alphabet Inc.,-2.17,3.05,1.66,Thursday,February,Q1,2024
543,"February 16, 2024",142.47,142.67,139.63,140.01,31451100,0.0,0.0,GOOGL,Alphabet Inc.,-1.58,3.04,0.84,Friday,February,Q1,2024
544,"February 20, 2024",139.16,141.57,138.99,140.61,25144700,0.0,0.0,GOOGL,Alphabet Inc.,0.43,2.58,0.8,Tuesday,February,Q1,2024
545,"February 21, 2024",140.94,142.17,140.17,142.04,23315700,0.0,0.0,GOOGL,Alphabet Inc.,1.01,2.0,0.93,Wednesday,February,Q1,2024
546,"February 22, 2024",144.41,144.48,142.28,143.57,27191900,0.0,0.0,GOOGL,Alphabet Inc.,1.08,2.19,1.17,Thursday,February,Q1,2024
547,"February 23, 2024",143.15,144.16,142.91,143.44,19493800,0.0,0.0,GOOGL,Alphabet Inc.,-0.09,1.25,0.72,Friday,February,Q1,2024
548,"February 26, 2024",141.63,141.93,136.89,137.07,53641800,0.0,0.0,GOOGL,Alphabet Inc.,-4.44,5.03,2.75,Monday,February,Q1,2024
549,"February 27, 2024",137.52,138.75,136.59,138.38,33099200,0.0,0.0,GOOGL,Alphabet Inc.,0.95,2.15,0.62,Tuesday,February,Q1,2024
550,"February 28, 2024",137.4,137.51,134.92,135.89,37328600,0.0,0.0,GOOGL,Alphabet Inc.,-1.8,2.59,1.13,Wednesday,February,Q1,2024
551,"February 29, 2024",136.78,138.36,135.91,137.96,42133000,0.0,0.0,GOOGL,Alphabet Inc.,1.53,2.45,1.13,Thursday,February,Q1,2024
552,"March 01, 2024",137.93,138.37,136.43,136.64,31119500,0.0,0.0,GOOGL,Alphabet Inc.,-0.95,1.94,0.74,Friday,March,Q1,2024
553,"March 04, 2024",135.17,135.17,131.43,132.87,55999400,0.0,0.0,GOOGL,Alphabet Inc.,-2.76,3.74,1.8,Monday,March,Q1,2024
554,"March 05, 2024",131.4,132.76,130.2,132.19,40194800,0.0,0.0,GOOGL,Alphabet Inc.,-0.51,2.56,0.72,Tuesday,March,Q1,2024
555,"March 06, 2024",132.64,133.1,130.38,130.93,35318600,0.0,0.0,GOOGL,Alphabet Inc.,-0.96,2.72,0.88,Wednesday,March,Q1,2024
556,"March 07, 2024",132.31,134.45,131.13,133.89,37738200,0.0,0.0,GOOGL,Alphabet Inc.,2.27,3.32,1.07,Thursday,March,Q1,2024
557,"March 08, 2024",133.73,137.59,133.52,134.92,39343100,0.0,0.0,GOOGL,Alphabet Inc.,0.77,4.08,1.04,Friday,March,Q1,2024
558,"March 11, 2024",135.64,138.6,135.64,137.17,32437800,0.0,0.0,GOOGL,Alphabet Inc.,1.67,2.96,0.82,Monday,March,Q1,2024
559,"March 12, 2024",136.54,138.88,136.54,138.0,27563400,0.0,0.0,GOOGL,Alphabet Inc.,0.6,2.34,0.85,Tuesday,March,Q1,2024
560,"March 13, 2024",138.5,140.58,138.49,139.29,23347200,0.0,0.0,GOOGL,Alphabet Inc.,0.93,2.09,0.85,Wednesday,March,Q1,2024
561,"March 14, 2024",140.68,143.07,139.95,142.58,42753400,0.0,0.0,GOOGL,Alphabet Inc.,2.37,3.12,1.83,Thursday,March,Q1,2024
562,"March 15, 2024",141.99,142.66,139.52,140.67,49460600,0.0,0.0,GOOGL,Alphabet Inc.,-1.34,3.14,1.16,Friday,March,Q1,2024
563,"March 18, 2024",148.07,151.6,146.64,147.15,69273700,0.0,0.0,GOOGL,Alphabet Inc.,4.6,4.96,1.4,Monday,March,Q1,2024
564,"March 19, 2024",147.62,148.25,145.55,146.5,24070400,0.0,0.0,GOOGL,Alphabet Inc.,-0.44,2.7,0.35,Tuesday,March,Q1,2024
565,"March 20, 2024",147.47,148.32,146.21,148.2,21311500,0.0,0.0,GOOGL,Alphabet Inc.,1.16,2.11,0.89,Wednesday,March,Q1,2024
566,"March 21, 2024",148.93,149.83,146.37,147.07,24755600,0.0,0.0,GOOGL,Alphabet Inc.,-0.77,3.46,1.16,Thursday,March,Q1,2024
567,"March 22, 2024",148.58,151.03,148.44,150.23,29175700,0.0,0.0,GOOGL,Alphabet Inc.,2.15,2.59,1.18,Friday,March,Q1,2024
568,"March 25, 2024",149.4,149.84,147.29,149.53,19229300,0.0,0.0,GOOGL,Alphabet Inc.,-0.46,2.55,0.66,Monday,March,Q1,2024
569,"March 26, 2024",149.68,151.71,149.44,150.13,22149100,0.0,0.0,GOOGL,Alphabet Inc.,0.4,2.27,1.15,Tuesday,March,Q1,2024
570,"March 27, 2024",150.63,151.09,148.36,150.33,22879200,0.0,0.0,GOOGL,Alphabet Inc.,0.13,2.73,1.03,Wednesday,March,Q1,2024
571,"March 28, 2024",150.31,150.88,149.63,150.38,24485400,0.0,0.0,GOOGL,Alphabet Inc.,0.04,1.26,1.07,Thursday,March,Q1,2024
572,"April 01, 2024",150.15,155.18,150.07,154.93,31730800,0.0,0.0,GOOGL,Alphabet Inc.,3.02,5.11,1.3,Monday,April,Q2,2024
573,"April 02, 2024",152.95,154.14,151.6,154.0,24586000,0.0,0.0,GOOGL,Alphabet Inc.,-0.6,2.54,0.77,Tuesday,April,Q2,2024
574,"April 03, 2024",153.05,154.52,152.18,154.36,24705000,0.0,0.0,GOOGL,Alphabet Inc.,0.23,2.34,1.0,Wednesday,April,Q2,2024
575,"April 04, 2024",152.95,154.21,149.91,149.99,34724700,0.0,0.0,GOOGL,Alphabet Inc.,-2.83,4.3,1.41,Thursday,April,Q2,2024
576,"April 05, 2024",149.49,152.87,149.06,151.95,23449300,0.0,0.0,GOOGL,Alphabet Inc.,1.31,3.81,0.68,Friday,April,Q2,2024
577,"April 08, 2024",152.23,154.71,152.06,154.29,20702000,0.0,0.0,GOOGL,Alphabet Inc.,1.54,2.65,0.88,Monday,April,Q2,2024
578,"April 09, 2024",155.53,157.99,154.63,156.03,31113000,0.0,0.0,GOOGL,Alphabet Inc.,1.13,3.36,1.5,Tuesday,April,Q2,2024
579,"April 10, 2024",155.65,156.04,154.12,155.58,22838600,0.0,0.0,GOOGL,Alphabet Inc.,-0.29,1.92,0.73,Wednesday,April,Q2,2024
580,"April 11, 2024",156.34,159.1,155.89,158.83,27166400,0.0,0.0,GOOGL,Alphabet Inc.,2.09,3.21,1.19,Thursday,April,Q2,2024
581,"April 12, 2024",157.39,159.64,156.57,157.16,25329200,0.0,0.0,GOOGL,Alphabet Inc.,-1.05,3.07,0.93,Friday,April,Q2,2024
582,"April 15, 2024",158.29,158.66,154.03,154.3,27136500,0.0,0.0,GOOGL,Alphabet Inc.,-1.82,4.63,1.07,Monday,April,Q2,2024
583,"April 16, 2024",153.63,155.09,152.88,153.84,20779500,0.0,0.0,GOOGL,Alphabet Inc.,-0.3,2.21,0.77,Tuesday,April,Q2,2024
584,"April 17, 2024",155.06,156.51,154.02,154.91,21763100,0.0,0.0,GOOGL,Alphabet Inc.,0.69,2.49,1.05,Wednesday,April,Q2,2024
585,"April 18, 2024",154.78,156.37,154.06,155.45,19883000,0.0,0.0,GOOGL,Alphabet Inc.,0.35,2.31,0.91,Thursday,April,Q2,2024
586,"April 19, 2024",155.64,155.8,151.75,153.53,32239100,0.0,0.0,GOOGL,Alphabet Inc.,-1.23,4.05,1.62,Friday,April,Q2,2024
587,"April 22, 2024",153.75,157.07,153.5,155.72,26446200,0.0,0.0,GOOGL,Alphabet Inc.,1.42,3.57,0.82,Monday,April,Q2,2024
588,"April 23, 2024",156.39,158.4,155.72,157.69,21151600,0.0,0.0,GOOGL,Alphabet Inc.,1.27,2.68,0.8,Tuesday,April,Q2,2024
589,"April 24, 2024",156.92,158.99,156.6,158.56,22779100,0.0,0.0,GOOGL,Alphabet Inc.,0.55,2.39,1.08,Wednesday,April,Q2,2024
590,"April 25, 2024",150.78,155.92,150.33,155.44,57109700,0.0,0.0,GOOGL,Alphabet Inc.,-1.97,5.6,2.51,Thursday,April,Q2,2024
591,"April 26, 2024",173.74,174.08,169.04,171.33,64665300,0.0,0.0,GOOGL,Alphabet Inc.,10.22,5.04,1.13,Friday,April,Q2,2024
592,"April 29, 2024",168.45,168.94,164.61,165.55,45610000,0.0,0.0,GOOGL,Alphabet Inc.,-3.37,4.32,0.71,Monday,April,Q2,2024
593,"April 30, 2024",165.01,167.49,162.01,162.19,33562900,0.0,0.0,GOOGL,Alphabet Inc.,-2.03,5.48,0.74,Tuesday,April,Q2,2024
594,"May 01, 2024",163.71,166.52,162.5,163.27,33493200,0.0,0.0,GOOGL,Alphabet Inc.,0.66,4.02,1.0,Wednesday,May,Q2,2024
595,"May 02, 2024",164.19,166.13,163.3,166.02,24294500,0.0,0.0,GOOGL,Alphabet Inc.,1.68,2.83,0.73,Thursday,May,Q2,2024
596,"May 03, 2024",166.95,167.35,162.46,166.64,34662400,0.0,0.0,GOOGL,Alphabet Inc.,0.37,4.89,1.43,Friday,May,Q2,2024
597,"May 06, 2024",166.86,167.53,165.43,167.49,21871300,0.0,0.0,GOOGL,Alphabet Inc.,0.51,2.1,0.63,Monday,May,Q2,2024
598,"May 07, 2024",167.89,171.14,167.78,170.63,28039700,0.0,0.0,GOOGL,Alphabet Inc.,1.87,3.36,1.28,Tuesday,May,Q2,2024
599,"May 08, 2024",168.39,169.54,168.13,168.77,19569100,0.0,0.0,GOOGL,Alphabet Inc.,-1.09,1.4,0.7,Wednesday,May,Q2,2024
600,"May 09, 2024",168.78,170.07,167.57,169.35,15346700,0.0,0.0,GOOGL,Alphabet Inc.,0.34,2.5,0.78,Thursday,May,Q2,2024
601,"May 10, 2024",167.42,169.24,165.59,168.04,29799900,0.0,0.0,GOOGL,Alphabet Inc.,-0.77,3.65,1.94,Friday,May,Q2,2024
602,"May 13, 2024",163.67,168.67,163.41,168.53,31327600,0.0,0.0,GOOGL,Alphabet Inc.,0.29,5.26,1.05,Monday,May,Q2,2024
603,"May 14, 2024",169.16,170.63,168.19,169.72,25127100,0.0,0.0,GOOGL,Alphabet Inc.,0.71,2.44,0.8,Tuesday,May,Q2,2024
604,"May 15, 2024",170.01,172.03,169.89,171.89,26948400,0.0,0.0,GOOGL,Alphabet Inc.,1.27,2.13,1.07,Wednesday,May,Q2,2024
605,"May 16, 2024",172.66,174.49,172.07,173.55,27867900,0.0,0.0,GOOGL,Alphabet Inc.,0.97,2.42,1.03,Thursday,May,Q2,2024
606,"May 17, 2024",173.55,175.63,173.06,175.42,24479300,0.0,0.0,GOOGL,Alphabet Inc.,1.08,2.57,0.88,Friday,May,Q2,2024
607,"May 20, 2024",175.55,178.12,175.44,176.28,22554400,0.0,0.0,GOOGL,Alphabet Inc.,0.49,2.68,0.92,Monday,May,Q2,2024
608,"May 21, 2024",176.26,177.51,175.17,177.21,16989400,0.0,0.0,GOOGL,Alphabet Inc.,0.53,2.33,0.75,Tuesday,May,Q2,2024
609,"May 22, 2024",176.0,176.51,174.58,175.74,17880000,0.0,0.0,GOOGL,Alphabet Inc.,-0.83,1.93,1.05,Wednesday,May,Q2,2024
610,"May 23, 2024",176.43,177.61,172.33,172.92,21024900,0.0,0.0,GOOGL,Alphabet Inc.,-1.6,5.28,1.18,Thursday,May,Q2,2024
611,"May 24, 2024",174.35,175.14,173.02,174.36,16572500,0.0,0.0,GOOGL,Alphabet Inc.,0.83,2.11,0.79,Friday,May,Q2,2024
612,"May 28, 2024",173.82,176.63,173.74,175.76,20572200,0.0,0.0,GOOGL,Alphabet Inc.,0.81,2.89,1.24,Tuesday,May,Q2,2024
613,"May 29, 2024",174.8,176.2,174.09,175.26,23388700,0.0,0.0,GOOGL,Alphabet Inc.,-0.28,2.11,1.14,Wednesday,May,Q2,2024
614,"May 30, 2024",174.57,174.59,171.17,171.49,22958700,0.0,0.0,GOOGL,Alphabet Inc.,-2.15,3.42,0.98,Thursday,May,Q2,2024
615,"May 31, 2024",171.24,172.43,168.83,171.88,37638900,0.0,0.0,GOOGL,Alphabet Inc.,0.23,3.61,1.64,Friday,May,Q2,2024
616,"June 03, 2024",171.92,173.9,170.54,172.54,27459100,0.0,0.0,GOOGL,Alphabet Inc.,0.39,3.36,0.73,Monday,June,Q2,2024
617,"June 04, 2024",172.65,173.22,171.27,173.16,26879600,0.0,0.0,GOOGL,Alphabet Inc.,0.36,1.95,0.98,Tuesday,June,Q2,2024
618,"June 05, 2024",174.57,176.01,173.3,174.78,22068500,0.0,0.0,GOOGL,Alphabet Inc.,0.93,2.71,0.82,Wednesday,June,Q2,2024
619,"June 06, 2024",175.26,176.51,175.12,176.09,23251000,0.0,0.0,GOOGL,Alphabet Inc.,0.75,1.39,1.05,Thursday,June,Q2,2024
620,"June 07, 2024",176.41,177.23,173.67,173.83,19661400,0.0,0.0,GOOGL,Alphabet Inc.,-1.28,3.56,0.85,Friday,June,Q2,2024
621,"June 10, 2024",174.54,176.62,172.33,174.58,23779200,0.2,0.0,GOOGL,Alphabet Inc.,0.43,4.29,1.21,Monday,June,Q2,2024
622,"June 11, 2024",175.79,176.4,173.34,176.18,21540600,0.0,0.0,GOOGL,Alphabet Inc.,0.92,3.06,0.91,Tuesday,June,Q2,2024
623,"June 12, 2024",177.81,179.96,175.68,177.35,27864700,0.0,0.0,GOOGL,Alphabet Inc.,0.66,4.29,1.29,Wednesday,June,Q2,2024
624,"June 13, 2024",175.68,176.3,174.45,174.73,20913300,0.0,0.0,GOOGL,Alphabet Inc.,-1.48,1.86,0.75,Thursday,June,Q2,2024
625,"June 14, 2024",173.79,176.62,173.72,176.35,18063600,0.0,0.0,GOOGL,Alphabet Inc.,0.93,2.9,0.86,Friday,June,Q2,2024
626,"June 17, 2024",175.03,177.92,174.38,176.8,19618500,0.0,0.0,GOOGL,Alphabet Inc.,0.25,3.54,1.09,Monday,June,Q2,2024
627,"June 18, 2024",176.7,176.95,173.67,174.66,21869900,0.0,0.0,GOOGL,Alphabet Inc.,-1.21,3.28,1.11,Tuesday,June,Q2,2024
628,"June 20, 2024",174.94,176.85,174.56,175.86,20160100,0.0,0.0,GOOGL,Alphabet Inc.,0.69,2.29,0.92,Thursday,June,Q2,2024
629,"June 21, 2024",176.56,180.4,176.17,179.19,58582700,0.0,0.0,GOOGL,Alphabet Inc.,1.89,4.23,2.91,Friday,June,Q2,2024
630,"June 24, 2024",179.72,180.44,178.23,178.78,18298000,0.0,0.0,GOOGL,Alphabet Inc.,-0.23,2.21,0.31,Monday,June,Q2,2024
631,"June 25, 2024",179.18,183.84,178.98,183.58,23235600,0.0,0.0,GOOGL,Alphabet Inc.,2.68,4.86,1.27,Tuesday,June,Q2,2024
632,"June 26, 2024",182.18,184.05,182.03,183.43,19839000,0.0,0.0,GOOGL,Alphabet Inc.,-0.08,2.02,0.85,Wednesday,June,Q2,2024
633,"June 27, 2024",183.73,185.59,183.57,184.95,18848900,0.0,0.0,GOOGL,Alphabet Inc.,0.83,2.02,0.95,Thursday,June,Q2,2024
634,"June 28, 2024",183.87,184.67,181.51,181.7,29156600,0.0,0.0,GOOGL,Alphabet Inc.,-1.76,3.16,1.55,Friday,June,Q2,2024
635,"July 01, 2024",182.58,183.43,180.85,182.54,16006100,0.0,0.0,GOOGL,Alphabet Inc.,0.46,2.57,0.55,Monday,July,Q3,2024
636,"July 02, 2024",181.6,185.11,181.11,184.78,17372500,0.0,0.0,GOOGL,Alphabet Inc.,1.23,4.0,1.09,Tuesday,July,Q3,2024
637,"July 03, 2024",184.39,185.63,183.55,185.36,10242100,0.0,0.0,GOOGL,Alphabet Inc.,0.31,2.08,0.59,Wednesday,July,Q3,2024
638,"July 05, 2024",185.4,190.39,185.34,190.13,20967500,0.0,0.0,GOOGL,Alphabet Inc.,2.57,5.05,2.05,Friday,July,Q3,2024
639,"July 08, 2024",189.43,189.7,187.32,188.56,21035900,0.0,0.0,GOOGL,Alphabet Inc.,-0.82,2.38,1.0,Monday,July,Q3,2024
640,"July 09, 2024",189.84,190.89,188.25,188.51,15121400,0.0,0.0,GOOGL,Alphabet Inc.,-0.03,2.63,0.72,Tuesday,July,Q3,2024
641,"July 10, 2024",188.68,191.28,188.56,190.71,15952500,0.0,0.0,GOOGL,Alphabet Inc.,1.16,2.71,1.05,Wednesday,July,Q3,2024
642,"July 11, 2024",189.38,190.39,184.62,185.11,25625800,0.0,0.0,GOOGL,Alphabet Inc.,-2.93,5.77,1.61,Thursday,July,Q3,2024
643,"July 12, 2024",184.62,186.65,184.03,184.61,22898400,0.0,0.0,GOOGL,Alphabet Inc.,-0.27,2.61,0.89,Friday,July,Q3,2024
644,"July 15, 2024",184.46,187.78,184.46,186.07,16474000,0.0,0.0,GOOGL,Alphabet Inc.,0.79,3.31,0.72,Monday,July,Q3,2024
645,"July 16, 2024",186.9,188.21,182.92,183.47,18290700,0.0,0.0,GOOGL,Alphabet Inc.,-1.4,5.3,1.11,Tuesday,July,Q3,2024
646,"July 17, 2024",182.52,183.1,179.46,180.57,20734100,0.0,0.0,GOOGL,Alphabet Inc.,-1.58,3.64,1.13,Wednesday,July,Q3,2024
647,"July 18, 2024",181.48,182.05,176.03,177.25,25315700,0.0,0.0,GOOGL,Alphabet Inc.,-1.84,6.02,1.22,Thursday,July,Q3,2024
648,"July 19, 2024",178.44,179.84,176.69,177.22,18881900,0.0,0.0,GOOGL,Alphabet Inc.,-0.02,3.15,0.75,Friday,July,Q3,2024
649,"July 22, 2024",180.14,182.25,179.79,181.22,24100300,0.0,0.0,GOOGL,Alphabet Inc.,2.26,2.46,1.28,Monday,July,Q3,2024
650,"July 23, 2024",181.6,183.16,181.09,181.34,36352700,0.0,0.0,GOOGL,Alphabet Inc.,0.07,2.06,1.51,Tuesday,July,Q3,2024
651,"July 24, 2024",173.17,175.76,171.4,172.2,49585200,0.0,0.0,GOOGL,Alphabet Inc.,-5.04,4.36,1.36,Wednesday,July,Q3,2024
652,"July 25, 2024",172.09,172.99,166.78,166.87,44852000,0.0,0.0,GOOGL,Alphabet Inc.,-3.1,6.21,0.9,Thursday,July,Q3,2024
653,"July 26, 2024",166.74,167.68,163.66,166.59,41336900,0.0,0.0,GOOGL,Alphabet Inc.,-0.17,4.02,0.92,Friday,July,Q3,2024
654,"July 29, 2024",168.41,170.01,167.58,169.11,20293800,0.0,0.0,GOOGL,Alphabet Inc.,1.51,2.43,0.49,Monday,July,Q3,2024
655,"July 30, 2024",169.82,170.81,168.02,169.87,18959700,0.0,0.0,GOOGL,Alphabet Inc.,0.45,2.78,0.93,Tuesday,July,Q3,2024
656,"July 31, 2024",172.81,173.82,169.59,171.12,25729100,0.0,0.0,GOOGL,Alphabet Inc.,0.73,4.23,1.36,Wednesday,July,Q3,2024
657,"August 01, 2024",169.83,173.62,168.46,170.34,24531400,0.0,0.0,GOOGL,Alphabet Inc.,-0.45,5.16,0.95,Thursday,August,Q3,2024
658,"August 02, 2024",166.03,168.09,164.26,166.25,29130100,0.0,0.0,GOOGL,Alphabet Inc.,-2.4,3.83,1.19,Friday,August,Q3,2024
659,"August 05, 2024",155.12,164.02,154.55,158.86,53630700,0.0,0.0,GOOGL,Alphabet Inc.,-4.45,9.48,1.84,Monday,August,Q3,2024
660,"August 06, 2024",158.94,160.17,156.02,157.9,49004600,0.0,0.0,GOOGL,Alphabet Inc.,-0.6,4.15,0.91,Tuesday,August,Q3,2024
661,"August 07, 2024",160.85,162.58,158.08,158.55,25138600,0.0,0.0,GOOGL,Alphabet Inc.,0.41,4.5,0.51,Wednesday,August,Q3,2024
662,"August 08, 2024",160.11,163.29,159.81,161.63,25578800,0.0,0.0,GOOGL,Alphabet Inc.,1.94,3.47,1.02,Thursday,August,Q3,2024
663,"August 09, 2024",159.62,163.39,158.67,163.27,28602300,0.0,0.0,GOOGL,Alphabet Inc.,1.01,4.72,1.12,Friday,August,Q3,2024
664,"August 12, 2024",163.94,164.49,161.44,161.89,15895300,0.0,0.0,GOOGL,Alphabet Inc.,-0.84,3.05,0.56,Monday,August,Q3,2024
665,"August 13, 2024",163.01,164.32,162.57,163.75,18551700,0.0,0.0,GOOGL,Alphabet Inc.,1.15,1.76,1.17,Tuesday,August,Q3,2024
666,"August 14, 2024",162.0,162.82,157.32,159.97,40591100,0.0,0.0,GOOGL,Alphabet Inc.,-2.31,5.5,2.19,Wednesday,August,Q3,2024
667,"August 15, 2024",160.1,161.24,159.22,160.9,31524300,0.0,0.0,GOOGL,Alphabet Inc.,0.58,2.02,0.78,Thursday,August,Q3,2024
668,"August 16, 2024",161.07,164.65,160.73,162.56,24208600,0.0,0.0,GOOGL,Alphabet Inc.,1.03,3.92,0.77,Friday,August,Q3,2024
669,"August 19, 2024",164.87,166.28,163.85,166.26,22416200,0.0,0.0,GOOGL,Alphabet Inc.,2.28,2.42,0.93,Monday,August,Q3,2024
670,"August 20, 2024",166.49,168.22,166.41,166.77,18341500,0.0,0.0,GOOGL,Alphabet Inc.,0.31,1.82,0.82,Tuesday,August,Q3,2024
671,"August 21, 2024",164.74,166.44,164.26,165.44,22902000,0.0,0.0,GOOGL,Alphabet Inc.,-0.8,2.17,1.25,Wednesday,August,Q3,2024
672,"August 22, 2024",166.85,167.18,162.91,163.4,22493300,0.0,0.0,GOOGL,Alphabet Inc.,-1.24,4.27,0.98,Thursday,August,Q3,2024
673,"August 23, 2024",164.31,165.77,163.43,165.21,13955700,0.0,0.0,GOOGL,Alphabet Inc.,1.11,2.34,0.62,Friday,August,Q3,2024
674,"August 26, 2024",165.97,167.14,164.05,165.75,14190400,0.0,0.0,GOOGL,Alphabet Inc.,0.33,3.08,1.02,Monday,August,Q3,2024
675,"August 27, 2024",165.43,166.03,164.05,164.27,11821900,0.0,0.0,GOOGL,Alphabet Inc.,-0.89,1.98,0.83,Tuesday,August,Q3,2024
676,"August 28, 2024",164.63,165.19,161.13,162.45,16407400,0.0,0.0,GOOGL,Alphabet Inc.,-1.11,4.06,1.39,Wednesday,August,Q3,2024
677,"August 29, 2024",163.9,165.56,159.85,161.38,19699800,0.0,0.0,GOOGL,Alphabet Inc.,-0.66,5.71,1.2,Thursday,August,Q3,2024
678,"August 30, 2024",162.22,163.26,161.29,162.98,22123800,0.0,0.0,GOOGL,Alphabet Inc.,0.99,1.97,1.12,Friday,August,Q3,2024
679,"September 03, 2024",161.32,161.45,156.09,156.97,38945300,0.0,0.0,GOOGL,Alphabet Inc.,-3.68,5.36,1.76,Tuesday,September,Q3,2024
680,"September 04, 2024",156.27,158.61,155.58,156.06,19353800,0.0,0.0,GOOGL,Alphabet Inc.,-0.58,3.03,0.5,Wednesday,September,Q3,2024
681,"September 05, 2024",155.91,159.06,155.59,156.85,18688700,0.0,0.0,GOOGL,Alphabet Inc.,0.5,3.46,0.97,Thursday,September,Q3,2024
682,"September 06, 2024",156.91,157.44,150.18,150.55,37912100,0.0,0.0,GOOGL,Alphabet Inc.,-4.02,7.26,2.03,Friday,September,Q3,2024
683,"September 09, 2024",152.34,153.22,147.05,148.54,39260500,0.2,0.0,GOOGL,Alphabet Inc.,-1.33,6.17,1.04,Monday,September,Q3,2024
684,"September 10, 2024",150.28,151.1,148.17,148.49,31118800,0.0,0.0,GOOGL,Alphabet Inc.,-0.03,2.93,0.79,Tuesday,September,Q3,2024
685,"September 11, 2024",149.75,151.33,147.35,150.99,29607700,0.0,0.0,GOOGL,Alphabet Inc.,1.68,3.98,0.95,Wednesday,September,Q3,2024
686,"September 12, 2024",153.62,154.64,152.48,154.51,29695000,0.0,0.0,GOOGL,Alphabet Inc.,2.34,2.17,1.0,Thursday,September,Q3,2024
687,"September 13, 2024",155.25,158.2,155.03,157.28,29591200,0.0,0.0,GOOGL,Alphabet Inc.,1.79,3.17,1.0,Friday,September,Q3,2024
688,"September 16, 2024",157.13,158.07,156.42,157.88,18379800,0.0,0.0,GOOGL,Alphabet Inc.,0.38,1.65,0.62,Monday,September,Q3,2024
689,"September 17, 2024",158.84,160.37,158.2,159.14,20715600,0.0,0.0,GOOGL,Alphabet Inc.,0.8,2.17,1.13,Tuesday,September,Q3,2024
690,"September 18, 2024",159.68,160.32,158.42,159.63,23677300,0.0,0.0,GOOGL,Alphabet Inc.,0.31,1.9,1.14,Wednesday,September,Q3,2024
691,"September 19, 2024",163.52,163.6,161.16,161.95,26587700,0.0,0.0,GOOGL,Alphabet Inc.,1.46,2.45,1.12,Thursday,September,Q3,2024
692,"September 20, 2024",163.31,163.54,161.87,163.4,40896400,0.0,0.0,GOOGL,Alphabet Inc.,0.89,1.67,1.54,Friday,September,Q3,2024
693,"September 23, 2024",164.16,165.3,161.48,161.66,24150900,0.0,0.0,GOOGL,Alphabet Inc.,-1.06,3.82,0.59,Monday,September,Q3,2024
694,"September 24, 2024",162.84,163.03,160.51,162.1,23332100,0.0,0.0,GOOGL,Alphabet Inc.,0.27,2.53,0.97,Tuesday,September,Q3,2024
695,"September 25, 2024",161.29,162.62,161.12,161.31,18869200,0.0,0.0,GOOGL,Alphabet Inc.,-0.49,1.51,0.81,Wednesday,September,Q3,2024
696,"September 26, 2024",163.45,163.89,162.09,162.54,20319300,0.0,0.0,GOOGL,Alphabet Inc.,0.77,1.8,1.08,Thursday,September,Q3,2024
697,"September 27, 2024",162.62,165.51,162.44,163.76,21101300,0.0,0.0,GOOGL,Alphabet Inc.,0.75,3.07,1.04,Friday,September,Q3,2024
698,"September 30, 2024",163.13,165.96,163.07,165.66,20413900,0.0,0.0,GOOGL,Alphabet Inc.,1.16,2.89,0.97,Monday,September,Q3,2024
699,"October 01, 2024",167.5,168.97,164.39,166.8,28338100,0.0,0.0,GOOGL,Alphabet Inc.,0.69,4.57,1.39,Tuesday,October,Q4,2024
700,"October 02, 2024",166.23,167.33,164.54,165.67,17760200,0.0,0.0,GOOGL,Alphabet Inc.,-0.68,2.79,0.63,Wednesday,October,Q4,2024
701,"October 03, 2024",164.22,166.45,163.73,165.67,15073100,0.0,0.0,GOOGL,Alphabet Inc.,0.0,2.72,0.85,Thursday,October,Q4,2024
702,"October 04, 2024",167.87,168.04,165.29,166.87,19047400,0.0,0.0,GOOGL,Alphabet Inc.,0.72,2.75,1.26,Friday,October,Q4,2024
703,"October 07, 2024",167.53,168.29,162.56,162.79,22463100,0.0,0.0,GOOGL,Alphabet Inc.,-2.44,5.72,1.18,Monday,October,Q4,2024
704,"October 08, 2024",163.75,164.54,162.68,164.19,23072700,0.0,0.0,GOOGL,Alphabet Inc.,0.86,1.86,1.03,Tuesday,October,Q4,2024
705,"October 09, 2024",163.26,164.65,159.56,161.67,31181800,0.0,0.0,GOOGL,Alphabet Inc.,-1.53,5.09,1.35,Wednesday,October,Q4,2024
706,"October 10, 2024",160.69,162.88,160.22,161.89,14144100,0.0,0.0,GOOGL,Alphabet Inc.,0.14,2.67,0.45,Thursday,October,Q4,2024
707,"October 11, 2024",161.94,163.71,161.06,163.05,15344300,0.0,0.0,GOOGL,Alphabet Inc.,0.72,2.66,1.08,Friday,October,Q4,2024
708,"October 14, 2024",163.45,166.04,163.21,164.77,19016100,0.0,0.0,GOOGL,Alphabet Inc.,1.05,2.83,1.24,Monday,October,Q4,2024
